COBERTURA,ID_ENTIDAD,ID_MUNICIPIO,ANIO,MES,ID_HORA,ID_MINUTO,ID_DIA,DIASEMANA,URBANA,SUBURBANA,TIPACCID,AUTOMOVIL,CAMPASAJ,MICROBUS,PASCAMION,OMNIBUS,TRANVIA,CAMIONETA,CAMION,TRACTOR,FERROCARRI,MOTOCICLET,BICICLETA,OTROVEHIC,CAUSAACCI,CAPAROD,SEXO,ALIENTO,CINTURON,ID_EDAD,CONDMUERTO,CONDHERIDO,PASAMUERTO,PASAHERIDO,PEATMUERTO,PEATHERIDO,CICLMUERTO,CICLHERIDO,OTROMUERTO,OTROHERIDO,NEMUERTO,NEHERIDO,CLASACC,ESTATUS,FUENTE_ANIO
Municipal,2,4,2023,2,23,23,15,Miercoles,Accidente en no intersección,Sin accidente en esta zona,Colisión con vehículo automotor,2,0,0,0,0,0,0,0,0,0,0,0,0,Conductor,Pavimentada,Hombre,No,Se ignora,35,0,0,0,0,0,0,0,0,0,0,0,0,Sólo daños,Cifras Definitivas,2023
Municipal,2,4,2023,2,8,23,16,Jueves,Accidente en intersección,Sin accidente en esta zona,Colisión con vehículo automotor,2,0,0,0,0,0,0,0,0,0,0,0,0,Conductor,Pavimentada,Hombre,No,Se ignora,29,0,0,0,0,0,0,0,0,0,0,0,0,Sólo daños,Cifras Definitivas,2023
Municipal,2,4,2023,2,13,21,16,Jueves,Accidente en intersección,Sin accidente en esta zona,Colisión con motocicleta,0,0,0,0,0,0,1,0,0,0,1,0,0,Conductor,Pavimentada,Mujer,No,Se ignora,45,0,1,0,1,0,0,0,0,0,0,0,0,No fatal,Cifras Definitivas,2023
Municipal,2,4,2023,2,17,35,16,Jueves,Accidente en no intersección,Sin accidente en esta zona,Colisión con vehículo automotor,0,2,0,0,0,0,0,0,0,0,0,0,0,Conductor,Pavimentada,Hombre,No,Se ignora,36,0,0,0,0,0,0,0,0,0,0,0,0,Sólo daños,Cifras Definitivas,2023
Municipal,2,4,2023,2,20,24,16,Jueves,Accidente en intersección,Sin accidente en esta zona,Colisión con vehículo automotor,1,0,0,0,0,0,1,0,0,0,0,0,0,Conductor,Pavimentada,Hombre,Sí,Se ignora,34,0,0,0,0,0,0,0,0,0,0,0,0,Sólo daños,Cifras Definitivas,2023
Municipal,2,4,2023,2,22,11,16,Jueves,Accidente en intersección,Sin accidente en esta zona,Salida del camino,0,1,0,0,0,0,0,0,0,0,0,0,0,Conductor,Pavimentada,Hombre,No,Se ignora,18,0,0,0,1,0,0,0,0,0,0,0,0,No fatal,Cifras Definitivas,2023
Municipal,2,4,2023,2,7,39,17,Viernes,Sin accidente en esta zona,Accidente en carretera estatal,Colisión con vehículo automotor,0,1,0,0,0,0,1,0,0,0,0,0,0,Conductor,Pavimentada,Hombre,No,Se ignora,38,0,0,0,0,0,0,0,0,0,0,0,0,Sólo daños,Cifras Definitivas,2023
Municipal,2,4,2023,2,8,22,17,Viernes,Sin accidente en esta zona,Accidente en carretera estatal,Colisión con vehículo automotor,2,0,0,0,0,0,0,0,0,0,0,0,0,Conductor,Pavimentada,Se fugó,Se ignora,Se ignora,0,0,1,0,0,0,0,0,0,0,0,0,0,No fatal,Cifras Definitivas,2023
Municipal,2,4,2023,2,4,26,18,Sabado,Accidente en no intersección,Sin accidente en esta zona,Salida del camino,1,0,0,0,0,0,0,0,0,0,0,0,0,Conductor,Pavimentada,Hombre,No,Se ignora,54,0,0,0,0,0,0,0,0,0,0,0,0,Sólo daños,Cifras Definitivas,2023
Municipal,2,4,2023,2,5,11,18,Sabado,Accidente en intersección,Sin accidente en esta zona,Colisión con objeto fijo,1,0,0,0,0,0,0,0,0,0,0,0,0,Conductor,Pavimentada,Hombre,No,Se ignora,30,0,1,0,0,0,0,0,0,0,0,0,0,No fatal,Cifras Definitivas,2023
Municipal,2,4,2023,2,6,12,18,Sabado,Accidente en intersección,Sin accidente en esta zona,Colisión con vehículo automotor,1,1,0,0,0,0,0,0,0,0,0,0,0,Conductor,Pavimentada,Se fugó,Se ignora,Se ignora,0,0,0,0,0,0,0,0,0,0,0,0,0,Sólo daños,Cifras Definitivas,2023
Municipal,2,4,2023,2,9,28,18,Sabado,Accidente en intersección,Sin accidente en esta zona,Colisión con vehículo automotor,0,1,0,0,0,0,1,0,0,0,0,0,0,Conductor,Pavimentada,Hombre,No,Se ignora,48,0,0,0,0,0,0,0,0,0,0,0,0,Sólo daños,Cifras Definitivas,2023
Municipal,2,4,2023,2,13,50,18,Sabado,Accidente en intersección,Sin accidente en esta zona,Colisión con vehículo automotor,1,0,0,0,0,0,0,1,0,0,0,0,0,Conductor,Pavimentada,Hombre,No,Se ignora,22,0,0,0,0,0,0,0,0,0,0,0,0,Sólo daños,Cifras Definitivas,2023
Municipal,2,4,2023,2,14,3,18,Sabado,Accidente en intersección,Sin accidente en esta zona,Colisión con vehículo automotor,0,1,0,0,0,0,1,0,0,0,0,0,0,Conductor,Pavimentada,Hombre,No,Se ignora,52,0,0,0,0,0,0,0,0,0,0,0,0,Sólo daños,Cifras Definitivas,2023
Municipal,2,4,2023,2,17,35,18,Sabado,Accidente en no intersección,Sin accidente en esta zona,Colisión con motocicleta,1,0,0,0,0,0,0,0,0,0,1,0,0,Conductor,Pavimentada,Hombre,No,Se ignora,48,0,1,0,1,0,0,0,0,0,0,0,0,No fatal,Cifras Definitivas,2023
Municipal,2,4,2023,2,17,54,18,Sabado,Accidente en no intersección,Sin accidente en esta zona,Colisión con motocicleta,1,0,0,0,0,0,0,0,0,0,1,0,0,Conductor,Pavimentada,Hombre,No,Se ignora,24,0,1,0,0,0,0,0,0,0,0,0,0,No fatal,Cifras Definitivas,2023
Municipal,2,4,2023,2,18,21,18,Sabado,Accidente en intersección,Sin accidente en esta zona,Colisión con objeto fijo,1,0,0,0,0,0,0,0,0,0,0,0,0,Conductor,Pavimentada,Se fugó,Se ignora,Se ignora,0,0,0,0,0,0,0,0,0,0,0,0,0,Sólo daños,Cifras Definitivas,2023
Municipal,2,4,2023,2,23,51,18,Sabado,Accidente en intersección,Sin accidente en esta zona,Colisión con vehículo automotor,1,1,0,0,0,0,0,0,0,0,0,0,0,Conductor,Pavimentada,Mujer,No,Se ignora,26,0,0,0,0,0,0,0,0,0,0,0,0,Sólo daños,Cifras Definitivas,2023
Municipal,2,4,2023,2,0,34,19,Domingo,Accidente en intersección,Sin accidente en esta zona,Colisión con objeto fijo,1,0,0,0,0,0,0,0,0,0,0,0,0,Conductor,Pavimentada,Hombre,No,Se ignora,28,0,0,0,0,0,0,0,0,0,0,0,0,Sólo daños,Cifras Definitivas,2023
Municipal,2,4,2023,2,0,37,19,Domingo,Accidente en no intersección,Sin accidente en esta zona,Colisión con vehículo automotor,1,1,0,0,0,0,0,0,0,0,0,0,0,Conductor,Pavimentada,Se fugó,Se ignora,Se ignora,0,0,0,0,0,0,0,0,0,0,0,0,0,Sólo daños,Cifras Definitivas,2023
Municipal,2,4,2023,2,1,32,19,Domingo,Accidente en intersección,Sin accidente en esta zona,Colisión con vehículo automotor,1,1,0,0,0,0,0,0,0,0,0,0,0,Conductor,Pavimentada,Hombre,No,Se ignora,22,0,0,0,0,0,0,0,0,0,0,0,0,Sólo daños,Cifras Definitivas,2023
Municipal,2,4,2023,2,6,23,19,Domingo,Accidente en intersección,Sin accidente en esta zona,Salida del camino,1,0,0,0,0,0,0,0,0,0,0,0,0,Conductor,Pavimentada,Se fugó,Se ignora,Se ignora,0,0,0,0,0,0,0,0,0,0,0,0,0,Sólo daños,Cifras Definitivas,2023
Municipal,2,4,2023,2,7,55,19,Domingo,Accidente en no intersección,Sin accidente en esta zona,Colisión con objeto fijo,1,0,0,0,0,0,0,0,0,0,0,0,0,Conductor,Pavimentada,Se fugó,Se ignora,Se ignora,0,0,0,0,0,0,0,0,0,0,0,0,0,Sólo daños,Cifras Definitivas,2023
Municipal,2,4,2023,2,14,37,19,Domingo,Accidente en intersección,Sin accidente en esta zona,Salida del camino,2,0,0,0,0,0,0,0,0,0,0,0,0,Conductor,Pavimentada,Se fugó,Se ignora,Se ignora,0,0,0,0,0,0,0,0,0,0,0,0,0,Sólo daños,Cifras Definitivas,2023
Municipal,2,4,2023,2,16,9,19,Domingo,Accidente en intersección,Sin accidente en esta zona,Colisión con vehículo automotor,1,1,0,0,0,0,0,0,0,0,0,0,0,Conductor,Pavimentada,Hombre,No,Se ignora,99,0,0,0,0,0,0,0,0,0,0,0,0,Sólo daños,Cifras Definitivas,2023
Municipal,2,4,2023,2,17,49,19,Domingo,Accidente en intersección,Sin accidente en esta zona,Colisión con vehículo automotor,1,1,0,0,0,0,0,0,0,0,0,0,0,Conductor,Pavimentada,Hombre,No,Se ignora,27,0,0,0,0,0,0,0,0,0,0,0,0,Sólo daños,Cifras Definitivas,2023
Municipal,2,4,2023,2,10,30,20,lunes,Accidente en intersección,Sin accidente en esta zona,Colisión con objeto fijo,1,0,0,0,0,0,0,0,0,0,0,0,0,Conductor,Pavimentada,Se fugó,Se ignora,Se ignora,0,0,0,0,0,0,0,0,0,0,0,0,0,Sólo daños,Cifras Definitivas,2023
Municipal,2,4,2023,2,11,30,20,lunes,Accidente en no intersección,Sin accidente en esta zona,Colisión con vehículo automotor,0,1,0,0,0,0,0,1,0,0,0,0,0,Conductor,Pavimentada,Hombre,No,Se ignora,26,0,0,0,0,0,0,0,0,0,0,0,0,Sólo daños,Cifras Definitivas,2023
Municipal,2,4,2023,2,15,17,20,lunes,Accidente en intersección,Sin accidente en esta zona,Colisión con vehículo automotor,1,0,0,0,0,0,1,0,0,0,0,0,0,Conductor,Pavimentada,Se fugó,Se ignora,Se ignora,0,0,1,0,1,0,0,0,0,0,0,0,0,No fatal,Cifras Definitivas,2023
Municipal,2,4,2023,2,18,47,20,lunes,Accidente en no intersección,Sin accidente en esta zona,Salida del camino,1,0,0,0,0,0,0,0,0,0,0,0,0,Conductor,Pavimentada,Se fugó,Se ignora,Se ignora,0,0,0,0,0,0,0,0,0,0,0,0,0,Sólo daños,Cifras Definitivas,2023
Municipal,2,4,2023,2,23,0,20,lunes,Accidente en intersección,Sin accidente en esta zona,Salida del camino,1,0,0,0,0,0,0,0,0,0,0,0,0,Conductor,Pavimentada,Hombre,No,Se ignora,28,0,0,0,0,0,0,0,0,0,0,0,0,Sólo daños,Cifras Definitivas,2023
Municipal,2,4,2023,2,23,0,20,lunes,Accidente en intersección,Sin accidente en esta zona,Salida del camino,0,0,0,0,0,0,1,0,0,0,0,0,0,Conductor,Pavimentada,Hombre,No,Se ignora,25,0,0,0,0,0,0,0,0,0,0,0,0,Sólo daños,Cifras Definitivas,2023
Municipal,2,4,2023,2,5,59,21,Martes,Accidente en intersección,Sin accidente en esta zona,Salida del camino,0,1,0,0,0,0,0,0,0,0,0,0,0,Conductor,Pavimentada,Hombre,No,Se ignora,24,0,0,0,0,0,0,0,0,0,0,0,0,Sólo daños,Cifras Definitivas,2023
Municipal,2,4,2023,2,6,56,21,Martes,Accidente en intersección,Sin accidente en esta zona,Colisión con motocicleta,1,0,0,0,0,0,0,0,0,0,1,0,0,Conductor,Pavimentada,Hombre,No,Se ignora,39,0,1,0,0,0,0,0,0,0,0,0,0,No fatal,Cifras Definitivas,2023
Municipal,2,4,2023,2,9,36,21,Martes,Accidente en intersección,Sin accidente en esta zona,Colisión con vehículo automotor,2,0,0,0,0,0,0,0,0,0,0,0,0,Conductor,Pavimentada,Hombre,No,Se ignora,42,0,0,0,0,0,0,0,0,0,0,0,0,Sólo daños,Cifras Definitivas,2023
Municipal,2,4,2023,2,10,23,21,Martes,Accidente en intersección,Sin accidente en esta zona,Colisión con vehículo automotor,1,1,0,0,0,0,0,0,0,0,0,0,0,Conductor,Pavimentada,Hombre,No,Se ignora,74,0,0,0,0,0,0,0,0,0,0,0,0,Sólo daños,Cifras Definitivas,2023
Municipal,2,4,2023,2,13,15,21,Martes,Accidente en no intersección,Sin accidente en esta zona,Colisión con vehículo automotor,0,1,0,0,0,0,0,1,0,0,0,0,0,Conductor,Pavimentada,Hombre,No,Se ignora,32,0,0,0,0,0,0,0,0,0,0,0,0,Sólo daños,Cifras Definitivas,2023
Municipal,2,4,2023,2,6,17,22,Miercoles,Accidente en no intersección,Sin accidente en esta zona,Colisión con vehículo automotor,1,1,0,0,0,0,0,0,0,0,0,0,0,Conductor,Pavimentada,Hombre,No,Se ignora,29,0,1,0,1,0,0,0,0,0,0,0,0,No fatal,Cifras Definitivas,2023
Municipal,2,4,2023,2,7,42,22,Miercoles,Accidente en no intersección,Sin accidente en esta zona,Salida del camino,1,0,0,0,0,0,0,0,0,0,0,0,0,Conductor,Pavimentada,Hombre,No,Se ignora,33,0,0,0,1,0,0,0,0,0,0,0,0,No fatal,Cifras Definitivas,2023
Municipal,2,4,2023,2,16,46,22,Miercoles,Accidente en intersección,Sin accidente en esta zona,Colisión con motocicleta,0,1,0,0,0,0,0,0,0,0,1,0,0,Conductor,Pavimentada,Mujer,No,Se ignora,25,0,1,0,0,0,0,0,0,0,0,0,0,No fatal,Cifras Definitivas,2023
Municipal,2,4,2023,2,17,20,22,Miercoles,Accidente en intersección,Sin accidente en esta zona,Colisión con vehículo automotor,0,2,0,0,0,0,0,0,0,0,0,0,0,Conductor,Pavimentada,Hombre,No,Se ignora,23,0,0,0,0,0,0,0,0,0,0,0,0,Sólo daños,Cifras Definitivas,2023
Municipal,2,4,2023,2,7,17,23,Jueves,Accidente en no intersección,Sin accidente en esta zona,Colisión con vehículo automotor,0,1,0,0,0,0,1,0,0,0,0,0,0,Conductor,Pavimentada,Hombre,No,Se ignora,27,0,0,0,0,0,0,0,0,0,0,0,0,Sólo daños,Cifras Definitivas,2023
Municipal,2,4,2023,2,8,42,23,Jueves,Accidente en intersección,Sin accidente en esta zona,Colisión con vehículo automotor,1,1,0,0,0,0,0,0,0,0,0,0,0,Conductor,Pavimentada,Hombre,No,Se ignora,17,0,0,0,0,0,0,0,0,0,0,0,0,Sólo daños,Cifras Definitivas,2023
Municipal,2,4,2023,2,9,46,23,Jueves,Accidente en no intersección,Sin accidente en esta zona,Salida del camino,0,0,0,0,0,0,0,0,1,0,0,0,0,Conductor,Pavimentada,Hombre,No,Se ignora,29,0,0,0,0,0,0,0,0,0,0,0,0,Sólo daños,Cifras Definitivas,2023
Municipal,2,4,2023,2,14,11,23,Jueves,Accidente en intersección,Sin accidente en esta zona,Colisión con peatón (atropellamiento),0,1,0,0,0,0,0,0,0,0,0,0,0,Conductor,Pavimentada,Hombre,No,Se ignora,19,0,0,0,0,0,1,0,0,0,0,0,0,No fatal,Cifras Definitivas,2023
Municipal,2,4,2023,2,15,54,23,Jueves,Accidente en no intersección,Sin accidente en esta zona,Colisión con peatón (atropellamiento),1,0,0,0,0,0,0,0,0,0,0,0,0,Conductor,Pavimentada,Hombre,No,Se ignora,28,0,0,0,0,0,1,0,0,0,0,0,0,No fatal,Cifras Definitivas,2023
Municipal,2,4,2023,2,18,47,23,Jueves,Accidente en intersección,Sin accidente en esta zona,Colisión con vehículo automotor,1,1,0,0,0,0,0,0,0,0,0,0,0,Conductor,Pavimentada,Hombre,No,Se ignora,27,0,0,0,0,0,0,0,0,0,0,0,0,Sólo daños,Cifras Definitivas,2023
Municipal,2,4,2023,2,20,0,23,Jueves,Accidente en intersección,Sin accidente en esta zona,Colisión con vehículo automotor,2,0,0,0,0,0,0,0,0,0,0,0,0,Conductor,Pavimentada,Hombre,No,Se ignora,29,0,0,0,0,0,0,0,0,0,0,0,0,Sólo daños,Cifras Definitivas,2023
Municipal,2,4,2023,2,20,50,23,Jueves,Accidente en intersección,Sin accidente en esta zona,Colisión con vehículo automotor,1,1,0,0,0,0,0,0,0,0,0,0,0,Conductor,Pavimentada,Hombre,No,Se ignora,50,0,0,0,0,0,0,0,0,0,0,0,0,Sólo daños,Cifras Definitivas,2023
Municipal,2,4,2023,2,22,15,23,Jueves,Accidente en no intersección,Sin accidente en esta zona,Colisión con peatón (atropellamiento),0,1,0,0,0,0,0,0,0,0,0,0,0,Conductor,Pavimentada,Hombre,No,Se ignora,26,0,0,0,0,0,1,0,0,0,0,0,0,No fatal,Cifras Definitivas,2023
Municipal,2,4,2023,2,5,42,24,Viernes,Accidente en no intersección,Sin accidente en esta zona,Colisión con objeto fijo,1,0,0,0,0,0,0,0,0,0,0,0,0,Conductor,Pavimentada,Se fugó,Se ignora,Se ignora,0,0,0,0,0,0,0,0,0,0,0,0,0,Sólo daños,Cifras Definitivas,2023
Municipal,2,4,2023,2,8,16,24,Viernes,Accidente en no intersección,Sin accidente en esta zona,Colisión con vehículo automotor,2,0,0,0,0,0,0,0,0,0,0,0,0,Conductor,Pavimentada,Hombre,No,Se ignora,19,0,0,0,0,0,0,0,0,0,0,0,0,Sólo daños,Cifras Definitivas,2023
Municipal,2,4,2023,2,8,47,24,Viernes,Accidente en no intersección,Sin accidente en esta zona,Colisión con vehículo automotor,1,1,0,0,0,0,0,0,0,0,0,0,0,Conductor,Pavimentada,Hombre,No,Se ignora,26,0,0,0,0,0,0,0,0,0,0,0,0,Sólo daños,Cifras Definitivas,2023
Municipal,2,4,2023,2,15,10,24,Viernes,Accidente en intersección,Sin accidente en esta zona,Colisión con peatón (atropellamiento),1,0,0,0,0,0,0,0,0,0,1,0,0,Conductor,Pavimentada,Mujer,No,Se ignora,54,0,0,0,0,0,1,0,0,0,0,0,0,No fatal,Cifras Definitivas,2023
Municipal,2,4,2023,2,15,27,24,Viernes,Accidente en intersección,Sin accidente en esta zona,Colisión con vehículo automotor,1,1,0,0,0,0,0,0,0,0,0,0,0,Conductor,Pavimentada,Hombre,No,Se ignora,27,0,0,0,0,0,0,0,0,0,0,0,0,Sólo daños,Cifras Definitivas,2023
Municipal,2,4,2023,2,16,51,24,Viernes,Accidente en intersección,Sin accidente en esta zona,Colisión con vehículo automotor,1,0,0,0,0,0,0,0,1,0,0,0,0,Conductor,Pavimentada,Mujer,No,Se ignora,26,0,0,0,0,0,0,0,0,0,0,0,0,Sólo daños,Cifras Definitivas,2023
Municipal,2,4,2023,2,18,59,24,Viernes,Accidente en intersección,Sin accidente en esta zona,Colisión con vehículo automotor,0,2,0,0,0,0,0,0,0,0,0,0,0,Conductor,Pavimentada,Mujer,No,Se ignora,29,0,0,0,0,0,0,0,0,0,0,0,0,Sólo daños,Cifras Definitivas,2023
Municipal,2,4,2023,2,19,16,24,Viernes,Accidente en no intersección,Sin accidente en esta zona,Colisión con motocicleta,1,0,0,0,0,0,0,0,0,0,1,0,0,Conductor,Pavimentada,Hombre,No,Se ignora,62,0,1,0,0,0,0,0,0,0,0,0,0,No fatal,Cifras Definitivas,2023
Municipal,2,4,2023,2,19,29,24,Viernes,Accidente en intersección,Sin accidente en esta zona,Colisión con vehículo automotor,2,0,0,0,0,0,0,0,0,0,0,0,0,Conductor,Pavimentada,Hombre,No,Se ignora,42,0,0,0,0,0,0,0,0,0,0,0,0,Sólo daños,Cifras Definitivas,2023
Municipal,2,4,2023,2,20,52,24,Viernes,Accidente en intersección,Sin accidente en esta zona,Colisión con motocicleta,1,0,0,0,0,0,0,0,0,0,1,0,0,Conductor,Pavimentada,Hombre,No,Se ignora,36,0,0,0,0,0,0,0,0,0,0,0,0,Sólo daños,Cifras Definitivas,2023
Municipal,2,4,2023,2,5,24,25,Sabado,Accidente en intersección,Sin accidente en esta zona,Salida del camino,1,0,0,0,0,0,0,0,0,0,0,0,0,Conductor,Pavimentada,Hombre,No,Se ignora,24,0,0,0,0,0,0,0,0,0,0,0,0,Sólo daños,Cifras Definitivas,2023
Municipal,2,4,2023,2,5,33,25,Sabado,Accidente en intersección,Sin accidente en esta zona,Colisión con vehículo automotor,2,0,0,0,0,0,0,0,0,0,0,0,0,Conductor,Pavimentada,Mujer,No,Se ignora,27,0,0,0,0,0,0,0,0,0,0,0,0,Sólo daños,Cifras Definitivas,2023
Municipal,2,4,2023,2,15,44,25,Sabado,Accidente en no intersección,Sin accidente en esta zona,Colisión con vehículo automotor,0,1,0,0,0,0,1,0,0,0,0,0,0,Conductor,Pavimentada,Hombre,No,Se ignora,78,0,0,0,0,0,0,0,0,0,0,0,0,Sólo daños,Cifras Definitivas,2023
Municipal,2,4,2023,2,16,38,25,Sabado,Accidente en intersección,Sin accidente en esta zona,Colisión con vehículo automotor,1,0,0,0,0,0,1,0,0,0,0,0,0,Conductor,Pavimentada,Se fugó,Se ignora,Se ignora,0,0,0,0,0,0,0,0,0,0,0,0,0,Sólo daños,Cifras Definitivas,2023
Municipal,2,4,2023,2,17,23,25,Sabado,Accidente en no intersección,Sin accidente en esta zona,Colisión con objeto fijo,0,0,0,0,0,0,1,0,0,0,0,0,0,Conductor,Pavimentada,Hombre,No,Se ignora,35,0,0,0,0,0,0,0,0,0,0,0,0,Sólo daños,Cifras Definitivas,2023
Municipal,2,4,2023,2,17,33,25,Sabado,Accidente en intersección,Sin accidente en esta zona,Colisión con objeto fijo,0,1,0,0,0,0,0,0,0,0,0,0,0,Conductor,Pavimentada,Mujer,No,Se ignora,29,0,0,0,1,0,0,0,0,0,0,0,0,No fatal,Cifras Definitivas,2023
Municipal,2,4,2023,2,19,40,25,Sabado,Accidente en intersección,Sin accidente en esta zona,Colisión con vehículo automotor,1,1,0,0,0,0,0,0,0,0,0,0,0,Conductor,Pavimentada,Hombre,Sí,Se ignora,30,0,0,0,0,0,0,0,0,0,0,0,0,Sólo daños,Cifras Definitivas,2023
Municipal,2,4,2023,2,22,18,25,Sabado,Accidente en intersección,Sin accidente en esta zona,Colisión con objeto fijo,0,1,0,0,0,0,0,0,0,0,0,0,0,Conductor,Pavimentada,Se fugó,Se ignora,Se ignora,0,0,0,0,0,0,0,0,0,0,0,0,0,Sólo daños,Cifras Definitivas,2023
Municipal,2,4,2023,2,2,33,26,Domingo,Accidente en intersección,Sin accidente en esta zona,Colisión con objeto fijo,1,0,0,0,0,0,0,0,0,0,0,0,0,Conductor,Pavimentada,Hombre,No,Se ignora,27,0,0,0,0,0,0,0,0,0,0,0,0,Sólo daños,Cifras Definitivas,2023
Municipal,2,4,2023,2,2,49,26,Domingo,Accidente en intersección,Sin accidente en esta zona,Salida del camino,0,1,0,0,0,0,0,0,0,0,0,0,0,Conductor,Pavimentada,Se fugó,Se ignora,Se ignora,0,0,0,0,0,0,0,0,0,0,0,0,0,Sólo daños,Cifras Definitivas,2023
Municipal,2,4,2023,2,3,16,26,Domingo,Accidente en no intersección,Sin accidente en esta zona,Salida del camino,0,0,0,0,0,0,1,0,0,0,0,0,0,Conductor,Pavimentada,Se fugó,Se ignora,Se ignora,0,0,0,0,0,0,0,0,0,0,0,0,0,Sólo daños,Cifras Definitivas,2023
Municipal,2,4,2023,2,6,10,26,Domingo,Accidente en intersección,Sin accidente en esta zona,Colisión con peatón (atropellamiento),1,0,0,0,0,0,0,0,0,0,0,0,0,Conductor,Pavimentada,Se fugó,Se ignora,Se ignora,0,0,0,0,0,0,1,0,0,0,0,0,0,No fatal,Cifras Definitivas,2023
Municipal,2,4,2023,2,17,32,26,Domingo,Accidente en intersección,Sin accidente en esta zona,Salida del camino,1,1,0,0,0,0,0,0,0,0,0,0,0,Conductor,Pavimentada,Mujer,No,Se ignora,20,0,0,0,0,0,0,0,0,0,0,0,0,Sólo daños,Cifras Definitivas,2023
Municipal,2,4,2023,2,22,22,26,Domingo,Accidente en intersección,Sin accidente en esta zona,Salida del camino,0,1,0,0,0,0,0,0,0,0,0,0,0,Conductor,Pavimentada,Se fugó,Se ignora,Se ignora,0,0,0,0,0,0,0,0,0,0,0,0,0,Sólo daños,Cifras Definitivas,2023
Municipal,2,4,2023,2,3,47,27,lunes,Accidente en intersección,Sin accidente en esta zona,Colisión con objeto fijo,0,1,0,0,0,0,0,0,0,0,0,0,0,Conductor,Pavimentada,Hombre,No,Se ignora,25,0,0,0,0,0,0,0,0,0,0,0,0,Sólo daños,Cifras Definitivas,2023
Municipal,2,4,2023,2,8,4,27,lunes,Accidente en no intersección,Sin accidente en esta zona,Colisión con vehículo automotor,1,0,0,0,0,0,1,0,0,0,0,0,0,Conductor,Pavimentada,Mujer,No,Se ignora,58,0,0,0,1,0,0,0,0,0,0,0,0,No fatal,Cifras Definitivas,2023
Municipal,2,4,2023,2,8,4,27,lunes,Accidente en no intersección,Sin accidente en esta zona,Colisión con vehículo automotor,1,0,0,0,0,0,1,0,0,0,0,0,0,Conductor,Pavimentada,Mujer,No,Se ignora,58,0,0,0,1,0,0,0,0,0,0,0,0,No fatal,Cifras Definitivas,2023
Municipal,2,4,2023,2,8,45,27,lunes,Accidente en intersección,Sin accidente en esta zona,Colisión con peatón (atropellamiento),1,0,0,0,0,0,0,0,0,0,0,0,0,Conductor,Pavimentada,Hombre,No,Se ignora,41,0,0,0,0,0,1,0,0,0,0,0,0,No fatal,Cifras Definitivas,2023
Municipal,2,4,2023,2,12,28,27,lunes,Accidente en intersección,Sin accidente en esta zona,Colisión con objeto fijo,0,1,0,0,0,0,0,0,0,0,0,0,0,Conductor,Pavimentada,Hombre,No,Se ignora,19,0,0,0,0,0,0,0,0,0,0,0,0,Sólo daños,Cifras Definitivas,2023
Municipal,2,4,2023,2,14,20,27,lunes,Accidente en intersección,Sin accidente en esta zona,Colisión con motocicleta,1,0,0,0,0,0,0,0,0,0,1,0,0,Conductor,Pavimentada,Hombre,No,Se ignora,83,0,1,0,0,0,0,0,0,0,0,0,0,No fatal,Cifras Definitivas,2023
Municipal,2,4,2023,2,16,4,27,lunes,Accidente en no intersección,Sin accidente en esta zona,Colisión con vehículo automotor,0,1,0,0,0,0,1,0,0,0,0,0,0,Conductor,Pavimentada,Se fugó,Se ignora,Se ignora,0,0,0,0,0,0,0,0,0,0,0,0,0,Sólo daños,Cifras Definitivas,2023
Municipal,2,4,2023,2,17,10,27,lunes,Accidente en no intersección,Sin accidente en esta zona,Colisión con vehículo automotor,0,1,0,0,0,0,1,0,0,0,0,0,0,Conductor,Pavimentada,Hombre,No,Se ignora,32,0,0,0,0,0,0,0,0,0,0,0,0,Sólo daños,Cifras Definitivas,2023
Municipal,2,4,2023,2,17,10,27,lunes,Accidente en intersección,Sin accidente en esta zona,Colisión con vehículo automotor,0,1,0,0,0,0,1,0,0,0,0,0,0,Conductor,Pavimentada,Hombre,No,Se ignora,32,0,0,0,0,0,0,0,0,0,0,0,0,Sólo daños,Cifras Definitivas,2023
Municipal,2,4,2023,2,22,7,27,lunes,Accidente en intersección,Sin accidente en esta zona,Salida del camino,0,1,0,0,0,0,0,0,0,0,0,0,0,Conductor,Pavimentada,Mujer,No,Se ignora,39,1,0,0,1,0,0,0,0,0,0,0,0,Fatal,Cifras Definitivas,2023
Municipal,2,4,2023,2,23,1,27,lunes,Accidente en intersección,Sin accidente en esta zona,Colisión con objeto fijo,0,1,0,0,0,0,0,0,0,0,0,0,0,Conductor,Pavimentada,Se fugó,Se ignora,Se ignora,0,0,0,0,0,0,0,0,0,0,0,0,0,Sólo daños,Cifras Definitivas,2023
Municipal,2,4,2023,2,0,13,28,Martes,Accidente en intersección,Sin accidente en esta zona,Colisión con vehículo automotor,2,0,0,0,0,0,0,0,0,0,0,0,0,Conductor,Pavimentada,Hombre,No,Se ignora,23,0,0,0,0,0,0,0,0,0,0,0,0,Sólo daños,Cifras Definitivas,2023
Municipal,2,4,2023,2,7,42,28,Martes,Accidente en no intersección,Sin accidente en esta zona,Colisión con vehículo automotor,1,1,0,0,0,0,0,0,0,0,0,0,0,Conductor,Pavimentada,Hombre,No,Se ignora,46,0,0,0,0,0,0,0,0,0,0,0,0,Sólo daños,Cifras Definitivas,2023
